,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
10084,2016,ME,1,DEM,227546,ME1_2016,CHELLIE PINGREE,H8ME01120,CHELLIE PINGREE,1.0
10085,2016,ME,2,DEM,159081,ME2_2016,EMILY CAIN,H4ME02200,EMILY CAIN,1.0
10086,2016,ME,1,REP,164569,ME1_2016,MARK HOLBROOK,H6ME01207,MARK HOLBROOK,1.0
10088,2016,LA,6,REP,33592,LA6_2016,ROBERT BELL,H6LA07081,ROBERT BELL,1.0
10097,2016,LA,5,REP,208545,LA5_2016,RALPH ABRAHAM,H4LA05221,RALPH ABRAHAM,1.0
10101,2016,LA,4,REP,21017,LA4_2016,ELBERT GUILLORY,H6LA04112,ELBERT GUILLORY,1.0
10108,2016,LA,3,REP,60762,LA3_2016,SCOTT ANGELLE,H6LA03130,SCOTT ANGELLE,1.0
10115,2008,PA,11,REP,137151,PA11_2008,LOU BARLETTA,H2PA11098,LOU BARLETTA,1.0
10117,2016,LA,3,DEM,27830,LA3_2016,LARRY RADER,H6LA03155,LARRY RADER,1.0
10131,2016,LA,2,DEM,57125,LA2_2016,MELVIN HOLDEN,H6LA02215,MELVIN HOLDEN,1.0
10136,2016,LA,1,REP,243645,LA1_2016,STEVE SCALISE,H0LA01087,STEVE SCALISE,1.0
10140,2008,PA,10,DEM,160837,PA10_2008,CHRISTOPHER CARNEY,H6PA10109,CHRISTOPHER CARNEY,1.0
10141,2016,LA,1,LIB,9405,LA1_2016,HOWARD KEARNEY,H6LA01225,HOWARD KEARNEY,1.0
10146,2016,LA,1,DEM,12708,LA1_2016,DANIL FAUST,H6LA01209,DANIL FAUST,1.0
10147,2016,KY,6,DEM,128728,KY6_2016,NANCY KEMPER,H6KY06127,NANCY KEMPER,1.0
10152,2010,NY,13,REP,55821,NY13_2010,MICHAEL GRIMM,H0NY13074,MICHAEL GRIMM,1.0
10154,2016,KY,5,REP,221242,KY5_2016,HAROLD ROGERS,H0KY05015,HAROLD ROGERS,1.0
10157,2016,KY,4,REP,233922,KY4_2016,THOMAS MASSIE,H2KY04121,THOMAS MASSIE,1.0
10158,2016,KY,3,DEM,212401,KY3_2016,JOHN YARMUTH,H6KY03124,JOHN YARMUTH,1.0
10163,2016,KY,3,REP,122093,KY3_2016,HAROLD BRATCHER,H6KY03173,HAROLD BRATCHER,1.0
10169,2016,KY,1,DEM,81710,KY1_2016,SAMUEL GASKINS,H4KY01073,SAMUEL GASKINS,1.0
10170,2010,NY,14,DEM,107327,NY14_2010,CAROLYN MALONEY,H2NY14037,CAROLYN MALONEY,1.0
10172,2010,NY,13,DEM,60773,NY13_2010,MICHAEL MCMAHON,H8NY13077,MICHAEL MCMAHON,1.0
10174,2010,NY,14,REP,32065,NY14_2010,DAVID BRUMBERG,H0NY14205,DAVID BRUMBERG,1.0
10178,2016,KY,1,REP,216959,KY1_2016,JAMES COMER,H6KY01110,JAMES COMER,1.0
10182,2016,KS,4,DEM,81495,KS4_2016,DANIEL GIROUX,H6KS04165,DANIEL GIROUX,1.0
10188,2016,KS,3,REP,176022,KS3_2016,KEVIN YODER,H0KS03137,KEVIN YODER,1.0
10190,2016,KS,3,DEM,139300,KS3_2016,JAY SIDIE,H6KS03241,JAY SIDIE,1.0
10193,2016,KS,2,REP,181228,KS2_2016,LYNN JENKINS,H8KS02090,LYNN JENKINS,1.0
10202,2016,KS,1,REP,169992,KS1_2016,ROGER MARSHALL,H6KS01179,ROGER MARSHALL,1.0
10205,2008,PA,8,REP,145103,PA8_2008,TOM MANION,H8PA08133,TOM MANION,1.0
10208,2016,IA,4,REP,226719,IA4_2016,STEVE KING,H2IA05072,STEVE KING,1.0
10210,2008,PA,8,DEM,197869,PA8_2008,PATRICK MURPHY,H6PA08194,PATRICK MURPHY,1.0
10211,2010,NY,15,DEM,91225,NY15_2010,CHARLES RANGEL,H6NY19029,CHARLES RANGEL,1.0
10214,2016,IA,3,DEM,155002,IA3_2016,JIM MOWRER,H4IA04113,JIM MOWRER,1.0
10215,2016,IA,3,REP,208598,IA3_2016,DAVID YOUNG,H4IA03115,DAVID YOUNG,1.0
10217,2016,IA,2,DEM,198571,IA2_2016,DAVID LOEBSACK,H6IA02146,DAVID LOEBSACK,1.0
10221,2016,IA,2,REP,170933,IA2_2016,CHRISTOPHER PETERS,H6IA02161,CHRISTOPHER PETERS,1.0
10227,2016,IN,9,REP,174791,IN9_2016,TREY HOLLINGSWORTH,H6IN09176,TREY HOLLINGSWORTH,1.0
10228,2016,IA,1,DEM,177403,IA1_2016,MONICA VERNON,H4IA01077,MONICA VERNON,1.0
10232,2016,IN,8,REP,187702,IN8_2016,LARRY BUCSHON,H0IN08114,LARRY BUCSHON,1.0
10233,2016,IN,9,DEM,130627,IN9_2016,SHELLI YODER,H2IN09167,SHELLI YODER,1.0
10234,2016,IN,8,DEM,93356,IN8_2016,RON DRAKE,H6IN08244,RON DRAKE,1.0
10235,2016,IN,9,LIB,17425,IN9_2016,RUSSELL BROOKSBANK,H4IN09171,RUSSELL BROOKSBANK,1.0
10236,2016,IN,7,REP,94456,IN7_2016,CATHERINE PING,H8IN07259,CATHERINE PING,1.0
10240,2016,IN,8,LIB,13655,IN8_2016,ANDREW HORNING,H2IN07088,ANDREW HORNING,1.0
10243,2016,IN,7,DEM,158739,IN7_2016,ANDRE CARSON,H8IN07184,ANDRE CARSON,1.0
10253,2016,IN,6,DEM,79135,IN6_2016,BARRY WELSH,H6IN06149,BARRY WELSH,1.0
10254,2016,IN,5,REP,221957,IN5_2016,SUSAN BROOKS,H2IN05082,SUSAN BROOKS,1.0
10256,2008,PA,6,REP,179423,PA6_2008,JIM GERLACH,H2PA06114,JIM GERLACH,1.0
10258,2016,IN,5,LIB,15329,IN5_2016,MATTHEW WITTLIEF,H6IN05257,MATTHEW WITTLIEF,1.0
10267,2016,IN,5,DEM,123849,IN5_2016,ANGELA DEMAREE,H6IN05216,ANGELA DEMAREE,1.0
10268,2016,IN,4,LIB,14766,IN4_2016,STEVEN MAYORAS,H6IN04169,STEVEN MAYORAS,1.0
10270,2016,IN,4,DEM,91256,IN4_2016,JOHN DALE,H4IN04172,JOHN DALE,1.0
10277,2016,IN,2,DEM,102401,IN2_2016,LYNN COLEMAN,H6IN02155,LYNN COLEMAN,1.0
10279,2008,PA,5,REP,155513,PA5_2008,GLENN THOMPSON,H8PA05071,GLENN THOMPSON,1.0
10280,2008,PA,5,DEM,112509,PA5_2008,MARK MCCRACKEN,H8PA05147,MARK MCCRACKEN,1.0
10281,2008,PA,4,REP,147411,PA4_2008,MELISSA HART,H0PA04154,MELISSA HART,1.0
10282,2010,NY,16,DEM,61642,NY16_2010,JOSE SERRANO,H0NY18065,JOSE SERRANO,1.0
10287,2016,IN,1,DEM,207515,IN1_2016,PETER VISCLOSKY,H4IN01012,PETER VISCLOSKY,1.0
10289,2016,IL,18,DEM,96770,IL18_2016,JUNIUS RODRIGUEZ,H6IL18161,JUNIUS RODRIGUEZ,1.0
10291,2016,IL,18,REP,250506,IL18_2016,DARIN LAHOOD,H6IL18088,DARIN LAHOOD,1.0
10297,2016,IL,17,DEM,173125,IL17_2016,CHERI BUSTOS,H2IL17071,CHERI BUSTOS,1.0
10299,2016,IL,16,REP,259722,IL16_2016,ADAM KINZINGER,H0IL11052,ADAM KINZINGER,1.0
10302,2016,IL,14,REP,200508,IL14_2016,RANDY HULTGREN,H0IL14080,RANDY HULTGREN,1.0
10306,2016,IL,15,REP,274554,IL15_2016,JOHN SHIMKUS,H2IL20042,JOHN SHIMKUS,1.0
10307,2016,IL,13,DEM,126811,IL13_2016,MARK WICKLUND,H6IL13121,MARK WICKLUND,1.0
10308,2016,IL,13,REP,187583,IL13_2016,RODNEY DAVIS,H2IL13120,RODNEY DAVIS,1.0
10309,2016,IL,14,DEM,137589,IL14_2016,JIM WALZ,H6IL14129,JIM WALZ,1.0
10310,2016,IL,12,DEM,124246,IL12_2016,CHARLES BARICEVIC,H6IL12099,CHARLES BARICEVIC,1.0
10315,2016,IL,11,REP,108995,IL11_2016,TONIA KHOURI,H6IL11117,TONIA KHOURI,1.0
10316,2016,IL,10,REP,135535,IL10_2016,ROBERT DOLD,H0IL10302,ROBERT DOLD,1.0
10318,2016,IL,12,OTHER,18780,IL12_2016,PAULA BRADSHAW,H2IL12130,PAULA BRADSHAW,1.0
10321,2010,NY,18,REP,60513,NY18_2010,JIM RUSSELL,H6NY18153,JIM RUSSELL,1.0
10326,2016,IL,9,DEM,217306,IL9_2016,JANICE SCHAKOWSKY,H8IL09067,JANICE SCHAKOWSKY,1.0
10327,2016,IL,9,REP,109550,IL9_2016,JOAN LASONDE,H6IL09145,JOAN LASONDE,1.0
10330,2016,IL,8,REP,103617,IL8_2016,PETER DICIANNI,H6IL08170,PETER DICIANNI,1.0
10331,2016,IL,7,DEM,250584,IL7_2016,DANNY DAVIS,H4IL07037,DANNY DAVIS,1.0
10336,2016,IL,6,DEM,143591,IL6_2016,AMANDA HOWLAND,H6IL06166,AMANDA HOWLAND,1.0
10337,2016,IL,6,REP,208555,IL6_2016,PETER ROSKAM,H6IL06117,PETER ROSKAM,1.0
10338,2016,IL,5,DEM,212842,IL5_2016,MIKE QUIGLEY,H0IL05096,MIKE QUIGLEY,1.0
10339,2016,IL,5,REP,86222,IL5_2016,VINCE KOLBER,H6IL05150,VINCE KOLBER,1.0
10340,2016,IL,4,DEM,171297,IL4_2016,LUIS GUTIERREZ,H2IL08039,LUIS GUTIERREZ,1.0
10343,2016,IL,3,DEM,225320,IL3_2016,DANIEL LIPINSKI,H4IL03077,DANIEL LIPINSKI,1.0
10345,2016,IL,2,DEM,235051,IL2_2016,ROBIN KELLY,H2IL02172,ROBIN KELLY,1.0
10346,2016,IL,1,DEM,234037,IL1_2016,BOBBY RUSH,H2IL01042,BOBBY RUSH,1.0
10348,2010,NY,17,REP,29792,NY17_2010,ANTHONY MELE,H0NY17125,ANTHONY MELE,1.0
10349,2010,NY,17,DEM,95346,NY17_2010,ELIOT ENGEL,H8NY19058,ELIOT ENGEL,1.0
10350,2010,NY,18,DEM,115619,NY18_2010,NITA LOWEY,H8NY20056,NITA LOWEY,1.0
10352,2016,ID,2,REP,205292,ID2_2016,MICHAEL SIMPSON,H8ID02064,MICHAEL SIMPSON,1.0
10353,2016,ID,2,OTHER,25005,ID2_2016,ANTHONY TOMKINS,H6ID02183,ANTHONY TOMKINS,1.0
10355,2016,IL,1,REP,81817,IL1_2016,AUGUST DEUSER,H6IL01159,AUGUST DEUSER,1.0
10356,2010,NY,19,DEM,98766,NY19_2010,JOHN HALL,H6NY19144,JOHN HALL,1.0
10361,2016,ID,1,REP,242252,ID1_2016,RAUL LABRADOR,H0ID01253,RAUL LABRADOR,1.0
10362,2016,HI,2,DEM,170848,HI2_2016,TULSI GABBARD,H2HI02508,TULSI GABBARD,1.0
10367,2016,ID,1,DEM,113052,ID1_2016,JAMES PIOTROWSKI,H6ID01250,JAMES PIOTROWSKI,1.0
10371,2016,HI,1,DEM,145417,HI1_2016,COLLEEN HANABUSA,H2HI02110,COLLEEN HANABUSA,1.0
10374,2016,GA,13,DEM,252833,GA13_2016,DAVID SCOTT,H2GA13012,DAVID SCOTT,1.0
10380,2016,GA,11,REP,217935,GA11_2016,BARRY LOUDERMILK,H4GA11061,BARRY LOUDERMILK,1.0
10382,2016,GA,10,REP,243725,GA10_2016,JODY HICE,H0GA07125,JODY HICE,1.0
10397,2016,GA,7,REP,174081,GA7_2016,ROB WOODALL,H0GA07133,ROB WOODALL,1.0
10401,2016,GA,6,DEM,124917,GA6_2016,RODNEY STOOKSBURY,H6GA06124,RODNEY STOOKSBURY,1.0
10404,2016,GA,5,DEM,253781,GA5_2016,JOHN LEWIS,H6GA05217,JOHN LEWIS,1.0
10405,2008,PA,4,DEM,186536,PA4_2008,JASON ALTMIRE,H6PA04110,JASON ALTMIRE,1.0
10406,2008,PA,2,DEM,276870,PA2_2008,CHAKA FATTAH,H2PA02055,CHAKA FATTAH,1.0
10410,2016,GA,5,REP,46768,GA5_2016,DOUGLAS BELL,H6GA05290,DOUGLAS BELL,1.0
10416,2016,GA,4,REP,70593,GA4_2016,VICTOR ARMENDARIZ,H0GA04106,VICTOR ARMENDARIZ,1.0
10421,2016,GA,1,REP,210243,GA1_2016,EARL CARTER,H4GA01039,EARL CARTER,1.0
10427,2010,NY,20,DEM,107075,NY20_2010,SCOTT MURPHY,H0NY20079,SCOTT MURPHY,1.0
10428,2016,FL,27,DEM,129760,FL27_2016,SCOTT FUHRMAN,H6FL27031,SCOTT FUHRMAN,1.0
10430,2016,FL,26,REP,148547,FL26_2016,CARLOS CURBELO,H4FL26038,CARLOS CURBELO,1.0
10431,2016,FL,26,DEM,115493,FL26_2016,JOE GARCIA,H8FL25015,JOE GARCIA,1.0
10432,2016,FL,26,OTHER,16502,FL26_2016,JOSE PEIXOTO,H2FL18054,JOSE PEIXOTO,1.0
10436,2016,FL,25,DEM,95319,FL25_2016,ALINA VALDES,H6FL25027,ALINA VALDES,1.0
10438,2016,FL,25,REP,157921,FL25_2016,MARIO DIAZ-BALART,H2FL25018,MARIO DIAZ-BALART,1.0
10439,2016,FL,24,DEM,0,FL24_2016,FREDERICA WILSON,H0FL17068,FREDERICA WILSON,1.0
10440,2016,FL,27,REP,157917,FL27_2016,ILEANA ROS-LEHTINEN,H0FL18025,ILEANA ROS-LEHTINEN,1.0
10443,2016,FL,23,DEM,183225,FL23_2016,DEBBIE SCHULTZ,H4FL20023,DEBBIE SCHULTZ,1.0
10444,2016,FL,23,REP,130818,FL23_2016,JOSEPH KAUFMAN,H2FL20043,JOSEPH KAUFMAN,1.0
10447,2016,FL,23,OTHER,3897,FL23_2016,LYLE MILSTEIN,H6FL23097,LYLE MILSTEIN,1.0
10448,2016,FL,22,DEM,199113,FL22_2016,THEODORE DEUTCH,H0FL19080,THEODORE DEUTCH,1.0
10449,2016,FL,22,REP,138737,FL22_2016,ANDREA MCGEE,H4FL22086,ANDREA MCGEE,1.0
10452,2016,FL,20,DEM,222914,FL20_2016,ALCEE HASTINGS,H2FL23021,ALCEE HASTINGS,1.0
10453,2016,FL,21,DEM,210606,FL21_2016,LOIS FRANKEL,H2FL14053,LOIS FRANKEL,1.0
10454,2016,FL,21,REP,118038,FL21_2016,PAUL SPAIN,H4FL22110,PAUL SPAIN,1.0
10456,2016,FL,19,DEM,123812,FL19_2016,ROBERT NEELD,H4FL14091,ROBERT NEELD,1.0
10457,2016,FL,19,REP,239225,FL19_2016,FRANCIS ROONEY,H6FL19087,FRANCIS ROONEY,1.0
10469,2016,FL,18,DEM,161918,FL18_2016,RANDY PERKINS,H6FL18147,RANDY PERKINS,1.0
10471,2016,FL,18,REP,201488,FL18_2016,BRIAN MAST,H6FL18097,BRIAN MAST,1.0
10477,2016,FL,17,DEM,115974,FL17_2016,APRIL FREEMAN,H4FL19058,APRIL FREEMAN,1.0
10482,2008,PA,1,DEM,242799,PA1_2008,ROBERT BRADY,H8PA01153,ROBERT BRADY,1.0
10483,2008,PA,2,REP,34466,PA2_2008,ADAM LANG,H8PA02094,ADAM LANG,1.0
10485,2016,FL,16,DEM,155262,FL16_2016,JAN SCHNEIDER,H4FL16161,JAN SCHNEIDER,1.0
10487,2010,NY,21,DEM,124889,NY21_2010,PAUL TONKO,H8NY21203,PAUL TONKO,1.0
10488,2008,OR,5,REP,128297,OR5_2008,MIKE ERICKSON,H6OR05119,MIKE ERICKSON,1.0
10489,2008,OR,5,DEM,181577,OR5_2008,KURT SCHRADER,H8OR05107,KURT SCHRADER,1.0
10494,2016,FL,15,REP,182999,FL15_2016,DENNIS ROSS,H0FL12101,DENNIS ROSS,1.0
10495,2016,FL,14,DEM,195789,FL14_2016,KATHY CASTOR,H6FL11126,KATHY CASTOR,1.0
10498,2016,FL,13,REP,171149,FL13_2016,DAVID JOLLY,H4FL13101,DAVID JOLLY,1.0
10501,2016,FL,14,REP,121088,FL14_2016,CHRISTINE QUINN,H6FL14112,CHRISTINE QUINN,1.0
10502,2016,FL,13,DEM,184693,FL13_2016,CHARLIE CRIST,H6FL13205,CHARLIE CRIST,1.0
10508,2010,NY,22,REP,75558,NY22_2010,GEORGE PHILLIPS,H8NY22102,GEORGE PHILLIPS,1.0
10509,2010,NY,22,DEM,98661,NY22_2010,MAURICE HINCHEY,H2NY26080,MAURICE HINCHEY,1.0
10512,2016,FL,12,REP,253559,FL12_2016,GUS BILIRAKIS,H6FL09070,GUS BILIRAKIS,1.0
10514,2016,FL,12,DEM,116110,FL12_2016,ROBERT TAGER,H6FL12181,ROBERT TAGER,1.0
10515,2016,FL,11,REP,258016,FL11_2016,DANIEL WEBSTER,H0FL08208,DANIEL WEBSTER,1.0
10523,2008,OR,4,DEM,275143,OR4_2008,PETER DEFAZIO,H6OR04047,PETER DEFAZIO,1.0
10525,2016,FL,10,REP,107498,FL10_2016,THUY LOWE,H6FL05177,THUY LOWE,1.0
10526,2016,FL,9,DEM,195311,FL9_2016,DARREN SOTO,H6FL09179,DARREN SOTO,1.0
10527,2016,FL,9,REP,144450,FL9_2016,WAYNE LIEBNITZKY,H6FL09195,WAYNE LIEBNITZKY,1.0
10530,2016,FL,8,OTHER,16951,FL8_2016,BILL STINSON,H6FL08254,BILL STINSON,1.0
10531,2016,FL,8,DEM,127127,FL8_2016,CORRY WESTBROOK,H4FL08077,CORRY WESTBROOK,1.0
10532,2016,FL,8,REP,246483,FL8_2016,BILL POSEY,H8FL15107,BILL POSEY,1.0
10539,2016,FL,7,DEM,182039,FL7_2016,STEPHANIE MURPHY,H6FL07140,STEPHANIE MURPHY,1.0
10540,2016,FL,7,REP,171583,FL7_2016,JOHN MICA,H2FL08055,JOHN MICA,1.0
10547,2016,FL,6,DEM,151051,FL6_2016,WILLIAM MCCULLOUGH,H6FL06126,WILLIAM MCCULLOUGH,1.0
10553,2010,NY,23,DEM,82232,NY23_2010,WILLIAM OWENS,H0NY23081,WILLIAM OWENS,1.0
10556,2016,FL,4,REP,287509,FL4_2016,JOHN RUTHERFORD,H6FL04105,JOHN RUTHERFORD,1.0
10557,2016,FL,4,OTHER,9054,FL4_2016,GARY KONIZ,H0FL04116,GARY KONIZ,1.0
10561,2016,FL,4,DEM,113088,FL4_2016,DAVID BRUDERLY,H2FL06091,DAVID BRUDERLY,1.0
10564,2016,FL,2,DEM,102801,FL2_2016,WALTER DARTLAND,H6FL02257,WALTER DARTLAND,1.0
10565,2016,FL,3,DEM,136338,FL3_2016,KENNETH MCGURN,H6FL03081,KENNETH MCGURN,1.0
10568,2016,FL,2,REP,231163,FL2_2016,NEAL DUNN,H6FL02208,NEAL DUNN,1.0
10570,2010,NY,24,REP,85702,NY24_2010,RICHARD HANNA,H8NY24066,RICHARD HANNA,1.0
10573,2016,FL,1,REP,255107,FL1_2016,MATT GAETZ,H6FL01119,MATT GAETZ,1.0
10579,2016,DE,0,DEM,233554,DE0_2016,LISA ROCHESTER,H6DE00206,LISA ROCHESTER,1.0
10580,2016,DE,0,REP,172301,DE0_2016,HANS REIGLE,H6DE01071,HANS REIGLE,1.0
10582,2016,FL,1,DEM,114079,FL1_2016,STEVEN SPECHT,H6FL01176,STEVEN SPECHT,1.0
10586,2016,CT,5,REP,124900,CT5_2016,CLAY COPE,H6CT05157,CLAY COPE,1.0
10587,2016,CT,4,REP,120653,CT4_2016,JOHN SHABAN,H4CT04114,JOHN SHABAN,1.0
10594,2016,CT,3,DEM,192274,CT3_2016,ROSA DELAURO,H0CT03072,ROSA DELAURO,1.0
10599,2008,OR,3,DEM,254235,OR3_2008,EARL BLUMENAUER,H6OR03064,EARL BLUMENAUER,1.0
10600,2010,NY,26,REP,151449,NY26_2010,CHRISTOPHER LEE,H8NY26095,CHRISTOPHER LEE,1.0
10604,2016,CT,2,DEM,186210,CT2_2016,JOE COURTNEY,H2CT02112,JOE COURTNEY,1.0
10608,2016,CT,2,REP,111149,CT2_2016,DARIA NOVAK,H0CT02140,DARIA NOVAK,1.0
10613,2010,NY,24,DEM,89809,NY24_2010,MICHAEL ARCURI,H6NY24128,MICHAEL ARCURI,1.0
10616,2016,CT,1,DEM,187021,CT1_2016,JOHN LARSON,H8CT01046,JOHN LARSON,1.0
10618,2016,CO,7,REP,144066,CO7_2016,GEORGE ATHANASOPOULOS,H6CO07106,GEORGE ATHANASOPOULOS,1.0
10620,2010,NY,25,REP,81380,NY25_2010,ANN BUERKLE,H0NY25078,ANN BUERKLE,1.0
10621,2010,NY,25,DEM,103954,NY25_2010,DANIEL MAFFEI,H6NY25125,DANIEL MAFFEI,1.0
10624,2016,CO,6,DEM,160372,CO6_2016,MORGAN CARROLL,H6CO06058,MORGAN CARROLL,1.0
10626,2016,CO,5,DEM,111676,CO5_2016,MISTY PLOWRIGHT,H6CO05233,MISTY PLOWRIGHT,1.0
10627,2010,NY,27,REP,63015,NY27_2010,LEONARD ROBERTO,H0NY27066,LEONARD ROBERTO,1.0
10628,2010,NY,28,DEM,102514,NY28_2010,LOUISE SLAUGHTER,H6NY03031,LOUISE SLAUGHTER,1.0
10631,2016,CO,6,REP,191626,CO6_2016,MIKE COFFMAN,H8CO06138,MIKE COFFMAN,1.0
10635,2010,NY,28,REP,45630,NY28_2010,JILL ROWLAND,H0NY28122,JILL ROWLAND,1.0
10638,2016,CO,3,REP,204220,CO3_2016,SCOTT TIPTON,H6CO03139,SCOTT TIPTON,1.0
10640,2016,CO,3,DEM,150914,CO3_2016,GAIL SCHWARTZ,H6CO03170,GAIL SCHWARTZ,1.0
10642,2016,CO,4,DEM,123642,CO4_2016,BOB SEAY,H6CO04160,BOB SEAY,1.0
10647,2016,CO,2,REP,170001,CO2_2016,NICHOLAS MORSE,H6CO02149,NICHOLAS MORSE,1.0
10649,2016,CO,1,DEM,257254,CO1_2016,DIANA DEGETTE,H6CO01141,DIANA DEGETTE,1.0
10652,2016,CO,2,DEM,260175,CO2_2016,JARED POLIS,H8CO02137,JARED POLIS,1.0
10659,2008,OR,3,REP,71063,OR3_2008,DELIA LOPEZ,H8OR03045,DELIA LOPEZ,1.0
10660,2008,OR,1,DEM,237567,OR1_2008,DAVID WU,H8OR01072,DAVID WU,1.0
10661,2016,CO,1,REP,105030,CO1_2016,CHARLES STOCKHAM,H8CO01162,CHARLES STOCKHAM,1.0
10662,2016,CA,52,DEM,181253,CA52_2016,SCOTT PETERS,H2CA52089,SCOTT PETERS,1.0
10664,2016,CA,53,DEM,198988,CA53_2016,SUSAN DAVIS,H0CA49055,SUSAN DAVIS,1.0
10665,2016,CA,51,DEM,145162,CA51_2016,JUAN VARGAS,H2CA50026,JUAN VARGAS,1.0
10666,2016,CA,52,REP,139403,CA52_2016,DENISE GITSHAM,H6CA52130,DENISE GITSHAM,1.0
10671,2016,CA,53,REP,97968,CA53_2016,JAMES VELTMEYER,H6CA53054,JAMES VELTMEYER,1.0
10675,2016,CA,50,REP,179937,CA50_2016,DUNCAN HUNTER,H8CA52052,DUNCAN HUNTER,1.0
10680,2010,NC,1,REP,70867,NC1_2010,ASHLEY WOOLARD,H0NC01069,ASHLEY WOOLARD,1.0
10681,2010,NY,29,DEM,86099,NY29_2010,MATTHEW ZELLER,H0NY29062,MATTHEW ZELLER,1.0
10687,2016,CA,49,REP,155888,CA49_2016,DARRELL ISSA,H0CA48024,DARRELL ISSA,1.0
10689,2010,NC,1,DEM,103294,NC1_2010,G BUTTERFIELD,H4NC01046,G BUTTERFIELD,1.0
10692,2016,CA,48,DEM,127715,CA48_2016,SUZANNE SAVARY,H4CA48042,SUZANNE SAVARY,1.0
10698,2016,CA,48,REP,178701,CA48_2016,DANA ROHRABACHER,H8CA42061,DANA ROHRABACHER,1.0
10706,2010,NC,2,DEM,92393,NC2_2010,BOB ETHERIDGE,H6NC02080,BOB ETHERIDGE,1.0
10707,2016,CA,47,DEM,154759,CA47_2016,ALAN LOWENTHAL,H2CA00104,ALAN LOWENTHAL,1.0
10709,2016,CA,46,DEM,115248,CA46_2016,LOU CORREA,H6CA46116,LOU CORREA,1.0
10713,2016,CA,45,REP,182618,CA45_2016,MIMI WALTERS,H4CA45097,MIMI WALTERS,1.0
10714,2016,CA,45,DEM,129231,CA45_2016,RON VARASTEH,H2CA48095,RON VARASTEH,1.0
10717,2016,CA,44,DEM,93124,CA44_2016,NANETTE BARRAGAN,H6CA44103,NANETTE BARRAGAN,1.0
10721,2008,OK,4,REP,180080,OK4_2008,TOM COLE,H2OK04055,TOM COLE,1.0
10722,2008,OK,5,REP,171925,OK5_2008,MARY FALLIN,H6OK05160,MARY FALLIN,1.0
10723,2010,NC,3,LIB,4762,NC3_2010,DARRYL HOLLOMAN,H0NC03107,DARRYL HOLLOMAN,1.0
10725,2016,CA,43,DEM,167017,CA43_2016,MAXINE WATERS,H4CA23011,MAXINE WATERS,1.0
10726,2016,CA,43,REP,52499,CA43_2016,OMAR NAVARRO,H6CA44145,OMAR NAVARRO,1.0
10734,2016,CA,42,REP,149547,CA42_2016,KEN CALVERT,H2CA37023,KEN CALVERT,1.0
10735,2016,CA,41,DEM,128164,CA41_2016,MARK TAKANO,H2CA43245,MARK TAKANO,1.0
10737,2016,CA,41,REP,69159,CA41_2016,DOUG SHEPHERD,H6CA41182,DOUG SHEPHERD,1.0
10741,2016,CA,39,REP,150777,CA39_2016,EDWARD ROYCE,H6CA39020,EDWARD ROYCE,1.0
10742,2016,CA,40,DEM,106554,CA40_2016,LUCILLE ROYBAL-ALLARD,H2CA33048,LUCILLE ROYBAL-ALLARD,1.0
10746,2016,CA,39,DEM,112679,CA39_2016,BRETT MURDOCK,H6CA39137,BRETT MURDOCK,1.0
10751,2016,CA,38,DEM,163590,CA38_2016,LINDA SANCHEZ,H2CA39078,LINDA SANCHEZ,1.0
10762,2016,CA,37,DEM,192490,CA37_2016,KAREN BASS,H0CA33117,KAREN BASS,1.0
10765,2016,CA,36,DEM,144348,CA36_2016,RAUL RUIZ,H2CA36439,RAUL RUIZ,1.0
10772,2016,CA,35,DEM,124044,CA35_2016,NORMA TORRES,H4CA35031,NORMA TORRES,1.0
10773,2016,CA,35,REP,47309,CA35_2016,TYLER FISCHELLA,H6CA35127,TYLER FISCHELLA,1.0
10774,2016,CA,34,DEM,122842,CA34_2016,XAVIER BECERRA,H2CA30143,XAVIER BECERRA,1.0
10781,2010,NC,3,REP,143225,NC3_2010,WALTER JONES,H2NC01081,WALTER JONES,1.0
10783,2016,CA,33,DEM,219397,CA33_2016,TED LIEU,H4CA33119,TED LIEU,1.0
10788,2016,CA,33,REP,110822,CA33_2016,KENNETH WRIGHT,H6CA33106,KENNETH WRIGHT,1.0
10791,2016,CA,32,DEM,114926,CA32_2016,GRACE NAPOLITANO,H8CA34068,GRACE NAPOLITANO,1.0
10793,2016,CA,31,REP,94866,CA31_2016,PAUL CHABOT,H4CA31071,PAUL CHABOT,1.0
10795,2016,CA,31,DEM,121070,CA31_2016,PETE AGUILAR,H2CA31125,PETE AGUILAR,1.0
10796,2016,CA,30,REP,77325,CA30_2016,MARK REED,H0CA27101,MARK REED,1.0
10802,2016,CA,30,DEM,205279,CA30_2016,BRAD SHERMAN,H6CA24113,BRAD SHERMAN,1.0
10804,2016,CA,29,DEM,128407,CA29_2016,TONY CARDENAS,H2CA28113,TONY CARDENAS,1.0
10811,2016,CA,28,DEM,210883,CA28_2016,ADAM SCHIFF,H0CA27085,ADAM SCHIFF,1.0
10814,2016,CA,27,REP,81655,CA27_2016,JACK ORSWELL,H2CA27198,JACK ORSWELL,1.0
10815,2016,CA,27,DEM,168977,CA27_2016,JUDY CHU,H0CA32101,JUDY CHU,1.0
10818,2016,CA,26,DEM,169248,CA26_2016,JULIA BROWNLEY,H2CA00120,JULIA BROWNLEY,1.0
