,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
9284,2010,NM,1,DEM,112010,NM1_2010,MARTIN HEINRICH,H8NM01224,MARTIN HEINRICH,1.0
9285,2010,NJ,12,REP,93634,NJ12_2010,SCOTT SIPPRELLE,H0NJ12162,SCOTT SIPPRELLE,1.0
9286,2016,OR,4,DEM,220628,OR4_2016,PETER DEFAZIO,H6OR04047,PETER DEFAZIO,1.0
9290,2016,OR,3,DEM,274687,OR3_2016,EARL BLUMENAUER,H6OR03064,EARL BLUMENAUER,1.0
9292,2016,OR,4,REP,157743,OR4_2016,ART ROBINSON,H0OR04081,ART ROBINSON,1.0
9295,2016,OR,2,DEM,106640,OR2_2016,JAMES CRARY,H6OR02181,JAMES CRARY,1.0
9298,2016,OR,1,DEM,225391,OR1_2016,SUZANNE BONAMICI,H2OR01133,SUZANNE BONAMICI,1.0
9299,2010,NJ,13,DEM,62840,NJ13_2010,ALBIO SIRES,H6NJ13191,ALBIO SIRES,1.0
9300,2010,NJ,13,REP,19538,NJ13_2010,HENRIETTA DWYER,H0NJ13152,HENRIETTA DWYER,1.0
9305,2010,NM,2,DEM,75708,NM2_2010,HARRY TEAGUE,H8NM02032,HARRY TEAGUE,1.0
9307,2010,NM,2,REP,94053,NM2_2010,STEVE PEARCE,H2NM02126,STEVE PEARCE,1.0
9309,2016,OK,5,DEM,103273,OK5_2016,AL MCAFFREY,H4OK05124,AL MCAFFREY,1.0
9311,2016,OK,4,REP,204143,OK4_2016,TOM COLE,H2OK04055,TOM COLE,1.0
9315,2016,OK,3,REP,227525,OK3_2016,FRANK LUCAS,H4OK06056,FRANK LUCAS,1.0
9318,2016,OK,3,DEM,63090,OK3_2016,FRANKIE ROBBINS,H8OK03047,FRANKIE ROBBINS,1.0
9321,2016,OK,2,REP,189839,OK2_2016,MARKWAYNE MULLIN,H2OK02083,MARKWAYNE MULLIN,1.0
9325,2016,OH,16,DEM,119830,OH16_2016,KEITH MUNDY,H6OH16136,KEITH MUNDY,1.0
9328,2016,OH,16,REP,225794,OH16_2016,JAMES RENACCI,H0OH16097,JAMES RENACCI,1.0
9331,2016,OH,15,REP,222847,OH15_2016,STEVE STIVERS,H8OH15076,STEVE STIVERS,1.0
9334,2008,PA,19,REP,218862,PA19_2008,TODD PLATTS,H0PA19053,TODD PLATTS,1.0
9335,2008,RI,1,REP,51340,RI1_2008,JONATHAN SCOTT,H6RI01096,JONATHAN SCOTT,1.0
9336,2010,NM,3,DEM,120048,NM3_2010,BEN LUJAN,H8NM03196,BEN LUJAN,1.0
9343,2016,OH,14,REP,219191,OH14_2016,DAVID JOYCE,H2OH14064,DAVID JOYCE,1.0
9345,2016,OH,14,DEM,130907,OH14_2016,MICHAEL WAGER,H4OH14102,MICHAEL WAGER,1.0
9349,2016,OH,12,REP,251266,OH12_2016,PATRICK TIBERI,H0OH12062,PATRICK TIBERI,1.0
9356,2016,OH,12,DEM,112638,OH12_2016,ED ALBERTSON,H6OH12127,ED ALBERTSON,1.0
9360,2016,OH,11,DEM,242917,OH11_2016,MARCIA FUDGE,H8OH11141,MARCIA FUDGE,1.0
9363,2016,OH,11,REP,59769,OH11_2016,BEVERLY GOLDSTEIN,H6OH11160,BEVERLY GOLDSTEIN,1.0
9365,2016,OH,10,REP,215724,OH10_2016,MICHAEL TURNER,H2OH03067,MICHAEL TURNER,1.0
9368,2016,OH,10,DEM,109981,OH10_2016,ROBERT KLEPINGER,H4OH10167,ROBERT KLEPINGER,1.0
9369,2016,OH,9,DEM,193966,OH9_2016,MARCY KAPTUR,H2OH09031,MARCY KAPTUR,1.0
9375,2016,OH,8,REP,223833,OH8_2016,WARREN DAVIDSON,H6OH08315,WARREN DAVIDSON,1.0
9376,2016,OH,8,DEM,87794,OH8_2016,STEVEN FOUGHT,H6OH08331,STEVEN FOUGHT,1.0
9379,2016,OH,7,REP,198221,OH7_2016,BOB GIBBS,H0OH18077,BOB GIBBS,1.0
9382,2016,OH,9,REP,88427,OH9_2016,DONALD LARSON,H6OH09099,DONALD LARSON,1.0
9384,2016,OH,7,DEM,89638,OH7_2016,ROY RICH,H6OH07127,ROY RICH,1.0
9385,2016,OH,6,REP,213975,OH6_2016,BILL JOHNSON,H0OH06189,BILL JOHNSON,1.0
9389,2016,OH,6,DEM,88780,OH6_2016,MICHAEL LORENTZ,H6OH06152,MICHAEL LORENTZ,1.0
9390,2016,OH,5,REP,244599,OH5_2016,ROBERT LATTA,H8OH05036,ROBERT LATTA,1.0
9397,2016,OH,3,DEM,199791,OH3_2016,JOYCE BEATTY,H2OH03125,JOYCE BEATTY,1.0
9398,2016,OH,4,DEM,98981,OH4_2016,JANET GARRETT,H4OH04046,JANET GARRETT,1.0
9406,2016,OH,3,REP,91560,OH3_2016,JOHN ADAMS,H0OH15099,JOHN ADAMS,1.0
9408,2016,OH,2,REP,221193,OH2_2016,BRAD WENSTRUP,H2OH02085,BRAD WENSTRUP,1.0
9410,2008,PA,18,REP,213349,PA18_2008,TIM MURPHY,H2PA18143,TIM MURPHY,1.0
9413,2016,OH,1,REP,210014,OH1_2016,STEVE CHABOT,H8OH01043,STEVE CHABOT,1.0
9415,2010,NM,3,REP,90617,NM3_2010,THOMAS MULLINS,H0NM03045,THOMAS MULLINS,1.0
9417,2010,NY,1,DEM,98316,NY1_2010,TIMOTHY BISHOP,H2NY01067,TIMOTHY BISHOP,1.0
9418,2016,ND,0,REP,233980,ND0_2016,KEVIN CRAMER,H6ND00074,KEVIN CRAMER,1.0
9419,2016,OH,1,DEM,144644,OH1_2016,MICHELE YOUNG,H6OH01096,MICHELE YOUNG,1.0
9423,2016,ND,0,LIB,23528,ND0_2016,JACK SEAMAN,H4ND01028,JACK SEAMAN,1.0
9424,2016,NC,13,DEM,156049,NC13_2016,BRUCE DAVIS,H4NC06136,BRUCE DAVIS,1.0
9429,2016,NC,12,DEM,234115,NC12_2016,ALMA ADAMS,H4NC12100,ALMA ADAMS,1.0
9440,2016,NC,11,REP,230405,NC11_2016,MARK MEADOWS,H2NC11080,MARK MEADOWS,1.0
9445,2016,NC,10,REP,220825,NC10_2016,PATRICK MCHENRY,H4NC10047,PATRICK MCHENRY,1.0
9449,2016,NC,9,REP,193452,NC9_2016,ROBERT PITTENGER,H2NC09134,ROBERT PITTENGER,1.0
9459,2016,NC,8,REP,189863,NC8_2016,RICHARD HUDSON,H2NC08185,RICHARD HUDSON,1.0
9460,2016,NC,8,DEM,133182,NC8_2016,THOMAS MILLS,H6NC08145,THOMAS MILLS,1.0
9463,2016,NC,7,DEM,135905,NC7_2016,J CASTEEN,H4NC07100,J CASTEEN,1.0
9470,2016,NC,7,REP,211801,NC7_2016,DAVID ROUZER,H2NC07096,DAVID ROUZER,1.0
9472,2016,NC,5,REP,207625,NC5_2016,VIRGINIA FOXX,H4NC05146,VIRGINIA FOXX,1.0
9473,2016,NC,4,DEM,279380,NC4_2016,DAVID PRICE,H6NC04037,DAVID PRICE,1.0
9474,2016,NC,4,REP,130161,NC4_2016,SUE GOOGE,H6NC04151,SUE GOOGE,1.0
9479,2010,NY,2,OTHER,1256,NY2_2010,ANTHONY TOLDA,H0NY02168,ANTHONY TOLDA,1.0
9480,2010,NY,2,REP,58525,NY2_2010,JOHN GOMEZ,H0NY02184,JOHN GOMEZ,1.0
9482,2010,NY,2,DEM,94594,NY2_2010,STEVE ISRAEL,H0NY02085,STEVE ISRAEL,1.0
9483,2010,NY,3,DEM,51346,NY3_2010,HOWARD KUDLER,H0NY03042,HOWARD KUDLER,1.0
9485,2016,NC,3,REP,217531,NC3_2016,WALTER JONES,H2NC01081,WALTER JONES,1.0
9488,2016,NC,3,DEM,106170,NC3_2016,ERNEST REEVES,H6NC03161,ERNEST REEVES,1.0
9491,2016,NC,2,DEM,169082,NC2_2016,JOHN MCNEIL,H6NC13046,JOHN MCNEIL,1.0
9494,2016,NC,2,REP,221485,NC2_2016,GEORGE HOLDING,H2NC13110,GEORGE HOLDING,1.0
9496,2016,NC,1,DEM,240661,NC1_2016,G BUTTERFIELD,H4NC01046,G BUTTERFIELD,1.0
9503,2016,NY,25,REP,113840,NY25_2016,MARK ASSINI,H4NY29098,MARK ASSINI,1.0
9507,2010,NY,3,REP,131674,NY3_2010,PETER KING,H2NY03089,PETER KING,1.0
9509,2016,NY,25,DEM,168660,NY25_2016,LOUISE SLAUGHTER,H6NY03031,LOUISE SLAUGHTER,1.0
9512,2016,NY,26,DEM,195322,NY26_2016,BRIAN HIGGINS,H4NY27076,BRIAN HIGGINS,1.0
9515,2016,NY,24,REP,150330,NY24_2016,JOHN KATKO,H4NY24073,JOHN KATKO,1.0
9519,2016,NY,24,DEM,110550,NY24_2016,COLLEEN DEACON,H6NY24177,COLLEEN DEACON,1.0
9520,2016,NY,22,REP,113287,NY22_2016,CLAUDIA TENNEY,H4NY22051,CLAUDIA TENNEY,1.0
9521,2016,NY,22,DEM,102734,NY22_2016,KIM MYERS,H6NY22130,KIM MYERS,1.0
9522,2016,NY,23,DEM,106600,NY23_2016,JOHN PLUMB,H6NY23518,JOHN PLUMB,1.0
9526,2016,NY,21,REP,152597,NY21_2016,ELISE STEFANIK,H4NY21079,ELISE STEFANIK,1.0
9527,2016,NY,21,OTHER,12452,NY21_2016,MATTHEW FUNICIELLO,H4NY21111,MATTHEW FUNICIELLO,1.0
9529,2016,NY,20,DEM,188428,NY20_2016,PAUL TONKO,H8NY21203,PAUL TONKO,1.0
9538,2016,NY,19,REP,135905,NY19_2016,JOHN FASO,H6NY19169,JOHN FASO,1.0
9539,2016,NY,19,DEM,125956,NY19_2016,ZEPHYR TEACHOUT,H6NY19243,ZEPHYR TEACHOUT,1.0
9556,2016,NY,18,DEM,140951,NY18_2016,SEAN MALONEY,H2NY22139,SEAN MALONEY,1.0
9564,2016,NY,17,DEM,193819,NY17_2016,NITA LOWEY,H8NY20056,NITA LOWEY,1.0
9567,2016,NY,16,DEM,198811,NY16_2016,ELIOT ENGEL,H8NY19058,ELIOT ENGEL,1.0
9569,2016,NY,15,DEM,165688,NY15_2016,JOSE SERRANO,H0NY18065,JOSE SERRANO,1.0
9576,2008,PA,16,REP,170329,PA16_2008,JOSEPH PITTS,H6PA16197,JOSEPH PITTS,1.0
9577,2016,NY,14,DEM,138367,NY14_2016,JOSEPH CROWLEY,H8NY07046,JOSEPH CROWLEY,1.0
9578,2016,NY,14,REP,26891,NY14_2016,FRANK SPOTORNO,H6NY14244,FRANK SPOTORNO,1.0
9584,2016,NY,13,DEM,207194,NY13_2016,ADRIANO ESPAILLAT,H2NY13096,ADRIANO ESPAILLAT,1.0
9585,2016,NY,13,OTHER,8248,NY13_2016,DANIEL RIVERA,H4NY13076,DANIEL RIVERA,1.0
9597,2016,NY,12,DEM,230153,NY12_2016,CAROLYN MALONEY,H2NY14037,CAROLYN MALONEY,1.0
9601,2016,NY,11,DEM,85257,NY11_2016,RICHARD REICHARD,H6NY11216,RICHARD REICHARD,1.0
9602,2016,NY,10,DEM,180117,NY10_2016,JERROLD NADLER,H2NY17071,JERROLD NADLER,1.0
9603,2016,NY,10,REP,46275,NY10_2016,PHILIP ROSENTHAL,H6NY10119,PHILIP ROSENTHAL,1.0
9604,2016,NY,9,DEM,198886,NY9_2016,YVETTE CLARKE,H4NY11138,YVETTE CLARKE,1.0
9611,2016,NY,8,DEM,203235,NY8_2016,HAKEEM JEFFRIES,H2NY10092,HAKEEM JEFFRIES,1.0
9612,2016,NY,7,DEM,165819,NY7_2016,NYDIA VELAZQUEZ,H2NY00010,NYDIA VELAZQUEZ,1.0
9613,2016,NY,6,DEM,131463,NY6_2016,GRACE MENG,H2NY06116,GRACE MENG,1.0
9614,2016,NY,5,DEM,197852,NY5_2016,GREGORY MEEKS,H8NY06048,GREGORY MEEKS,1.0
9617,2016,NY,5,REP,26791,NY5_2016,MICHAEL O'REILLY,H6NY05077,MICHAEL O'REILLY,1.0
9622,2016,NY,4,DEM,181861,NY4_2016,KATHLEEN RICE,H4NY04075,KATHLEEN RICE,1.0
9624,2010,NY,4,DEM,94483,NY4_2010,CAROLYN MCCARTHY,H6NY04112,CAROLYN MCCARTHY,1.0
9634,2016,NY,4,REP,111246,NY4_2016,DAVID GURFEIN,H6NY03171,DAVID GURFEIN,1.0
9635,2016,NY,3,DEM,171775,NY3_2016,THOMAS SUOZZI,H6NY03247,THOMAS SUOZZI,1.0
9636,2016,NY,2,REP,157571,NY2_2016,PETER KING,H2NY03089,PETER KING,1.0
9637,2016,NY,3,REP,133954,NY3_2016,JACK MARTINS,H6NY03197,JACK MARTINS,1.0
9638,2016,NY,2,DEM,102270,NY2_2016,DUWAYNE GREGORY,H6NY02124,DUWAYNE GREGORY,1.0
9641,2016,NY,1,REP,158409,NY1_2016,LEE ZELDIN,H8NY01148,LEE ZELDIN,1.0
9645,2016,NY,1,DEM,126635,NY1_2016,ANNA THRONE-HOLST,H6NY01126,ANNA THRONE-HOLST,1.0
9650,2016,NM,3,REP,102730,NM3_2016,MICHAEL ROMERO,H6NM03067,MICHAEL ROMERO,1.0
9655,2016,NM,3,DEM,170612,NM3_2016,BEN LUJAN,H8NM03196,BEN LUJAN,1.0
9658,2016,NM,2,REP,143515,NM2_2016,STEVAN PEARCE,H2NM02126,STEVAN PEARCE,1.0
9663,2016,NM,1,REP,96879,NM1_2016,RICHARD PRIEM,H4NM01124,RICHARD PRIEM,1.0
9664,2016,NM,2,DEM,85232,NM2_2016,MERRIE SOULES,H6NM02101,MERRIE SOULES,1.0
9668,2016,NJ,11,REP,194299,NJ11_2016,RODNEY FRELINGHUYSEN,H2NJ05014,RODNEY FRELINGHUYSEN,1.0
9673,2016,NJ,12,DEM,181430,NJ12_2016,BONNIE COLEMAN,H4NJ12149,BONNIE COLEMAN,1.0
9674,2016,NM,1,DEM,181088,NM1_2016,MICHELLE GRISHAM,H8NM01257,MICHELLE GRISHAM,1.0
9682,2016,NJ,9,REP,65376,NJ9_2016,HECTOR CASTILLO,H6NJ09231,HECTOR CASTILLO,1.0
9684,2008,PA,17,DEM,192699,PA17_2008,TIM HOLDEN,H2PA06080,TIM HOLDEN,1.0
9685,2008,PA,16,DEM,120193,PA16_2008,BRUCE SLATER,H8PA16045,BRUCE SLATER,1.0
9686,2008,PA,16,IND,11768,PA16_2008,JOHN MURPHY,H6PA16288,JOHN MURPHY,1.0
9687,2010,NY,4,REP,69323,NY4_2010,FRANCIS BECKER,H0NY04099,FRANCIS BECKER,1.0
9690,2016,NJ,8,DEM,134733,NJ8_2016,ALBIO SIRES,H6NJ13191,ALBIO SIRES,1.0
9696,2016,NJ,7,DEM,148188,NJ7_2016,PETER JACOB,H6NJ07151,PETER JACOB,1.0
9698,2016,NJ,7,REP,185850,NJ7_2016,LEONARD LANCE,H6NJ12136,LEONARD LANCE,1.0
9703,2016,NJ,6,REP,91908,NJ6_2016,BRENT SONNEK-SCHMELZ,H6NJ06229,BRENT SONNEK-SCHMELZ,1.0
9705,2016,NJ,5,REP,157690,NJ5_2016,SCOTT GARRETT,H8NJ05052,SCOTT GARRETT,1.0
9717,2016,NJ,4,REP,211992,NJ4_2016,CHRISTOPHER SMITH,H8NJ04014,CHRISTOPHER SMITH,1.0
9718,2016,NJ,4,DEM,111532,NJ4_2016,LORNA PHILLIPSON,H6NJ04158,LORNA PHILLIPSON,1.0
9725,2016,NJ,2,REP,176338,NJ2_2016,FRANK LOBIONDO,H2NJ02037,FRANK LOBIONDO,1.0
9726,2016,NJ,3,REP,194596,NJ3_2016,THOMAS MACARTHUR,H4NJ03130,THOMAS MACARTHUR,1.0
9727,2016,NJ,2,DEM,110838,NJ2_2016,DAVID COLE,H4NJ02157,DAVID COLE,1.0
9730,2016,NJ,2,OTHER,2653,NJ2_2016,JAMES KEENAN,H6NJ02194,JAMES KEENAN,1.0
9731,2016,NJ,3,DEM,127526,NJ3_2016,FREDERICK LAVERGNE,H4NJ03163,FREDERICK LAVERGNE,1.0
9733,2016,NJ,1,DEM,183231,NJ1_2016,DONALD NORCROSS,H4NJ01084,DONALD NORCROSS,1.0
9739,2008,PA,15,REP,181433,PA15_2008,CHARLES DENT,H4PA15087,CHARLES DENT,1.0
9740,2016,NH,1,REP,157176,NH1_2016,FRANK GUINTA,H0NH01217,FRANK GUINTA,1.0
9741,2016,NH,1,IND,34735,NH1_2016,SHAWN O'CONNOR,H6NH01271,SHAWN O'CONNOR,1.0
9742,2016,NH,2,DEM,174371,NH2_2016,ANN KUSTER,H0NH02181,ANN KUSTER,1.0
9743,2016,NH,2,REP,158825,NH2_2016,JIM LAWRENCE,H6NH02238,JIM LAWRENCE,1.0
9749,2016,NH,1,DEM,162080,NH1_2016,CAROL SHEA-PORTER,H6NH01230,CAROL SHEA-PORTER,1.0
9750,2016,NV,4,REP,118328,NV4_2016,CRESENT HARDY,H4NV04017,CRESENT HARDY,1.0
9751,2016,NV,4,DEM,128985,NV4_2016,RUBEN KIHUEN,H2NV00050,RUBEN KIHUEN,1.0
9757,2016,NV,3,DEM,146869,NV3_2016,JACKY ROSEN,H6NV03139,JACKY ROSEN,1.0
9758,2016,NV,3,REP,142926,NV3_2016,DANNY TARKANIAN,H2NV04045,DANNY TARKANIAN,1.0
9764,2016,NV,2,REP,182676,NV2_2016,MARK AMODEI,H2NV02395,MARK AMODEI,1.0
9767,2016,NV,1,OTHER,13897,NV1_2016,REUBEN D'SILVA,H6NV01232,REUBEN D'SILVA,1.0
9768,2016,NV,1,REP,54174,NV1_2016,MARY PERRY,H6NV01208,MARY PERRY,1.0
9772,2016,NV,1,DEM,116537,NV1_2016,DINA TITUS,H8NV03036,DINA TITUS,1.0
9774,2016,NE,3,REP,226720,NE3_2016,ADRIAN SMITH,H6NE03115,ADRIAN SMITH,1.0
9781,2016,NE,1,REP,189771,NE1_2016,JEFF FORTENBERRY,H4NE01064,JEFF FORTENBERRY,1.0
9782,2016,NE,2,DEM,137602,NE2_2016,BRAD ASHFORD,H4NE02054,BRAD ASHFORD,1.0
9786,2016,MT,0,REP,285358,MT0_2016,RYAN ZINKE,H4MT01041,RYAN ZINKE,1.0
9790,2010,NY,5,DEM,72239,NY5_2010,GARY ACKERMAN,H4NY07011,GARY ACKERMAN,1.0
9795,2016,MO,8,REP,229792,MO8_2016,JASON SMITH,H4MO08162,JASON SMITH,1.0
9796,2016,MT,0,DEM,205919,MT0_2016,DENISE JUNEAU,H6MT01095,DENISE JUNEAU,1.0
9802,2016,MO,7,REP,228692,MO7_2016,BILLY LONG,H0MO07113,BILLY LONG,1.0
9812,2016,MO,5,REP,123771,MO5_2016,JACOB TURK,H6MO05189,JACOB TURK,1.0
9817,2016,MO,5,DEM,190766,MO5_2016,EMANUEL CLEAVER,H4MO05234,EMANUEL CLEAVER,1.0
9820,2016,MO,4,REP,225348,MO4_2016,VICKY HARTZLER,H0MO04086,VICKY HARTZLER,1.0
9827,2010,NY,6,REP,10057,NY6_2010,ASHER TAUB,H0NY06045,ASHER TAUB,1.0
9828,2010,NY,6,DEM,85096,NY6_2010,GREGORY MEEKS,H8NY06048,GREGORY MEEKS,1.0
9830,2016,MO,3,OTHER,3605,MO3_2016,DOANITA SIMMONS,H6MO03325,DOANITA SIMMONS,1.0
9831,2016,MO,4,DEM,92510,MO4_2016,GORDON CHRISTENSEN,H6MO04224,GORDON CHRISTENSEN,1.0
9833,2016,MO,2,REP,241954,MO2_2016,ANN WAGNER,H2MO02102,ANN WAGNER,1.0
9837,2016,MO,2,DEM,155689,MO2_2016,BILL OTTO,H6MO02301,BILL OTTO,1.0
9843,2016,MS,3,REP,209490,MS3_2016,GREGG HARPER,H8MS03067,GREGG HARPER,1.0
9847,2016,MS,4,REP,181323,MS4_2016,STEVEN PALAZZO,H0MS04120,STEVEN PALAZZO,1.0
9849,2016,MS,4,DEM,77505,MS4_2016,MARK GLADNEY,H6MS04192,MARK GLADNEY,1.0
9850,2016,MS,2,DEM,192343,MS2_2016,BENNIE THOMPSON,H4MS02068,BENNIE THOMPSON,1.0
9863,2016,MN,8,REP,177088,MN8_2016,STEWART MILLS,H4MN08083,STEWART MILLS,1.0
9870,2016,MN,7,DEM,173572,MN7_2016,COLLIN PETERSON,H2MN07014,COLLIN PETERSON,1.0
9873,2008,PA,13,DEM,196868,PA13_2008,ALLYSON SCHWARTZ,H4PA13124,ALLYSON SCHWARTZ,1.0
9878,2016,MN,5,DEM,249957,MN5_2016,KEITH ELLISON,H6MN05183,KEITH ELLISON,1.0
9882,2016,MN,3,OTHER,169238,MN3_2016,TERRI BONOFF,H8MN03069,TERRI BONOFF,1.0
9883,2016,MN,4,DEM,203299,MN4_2016,BETTY MCCOLLUM,H0MN04049,BETTY MCCOLLUM,1.0
9886,2008,PA,13,REP,108271,PA13_2008,MARINA KATS,H8PA13083,MARINA KATS,1.0
9887,2008,PA,12,DEM,155268,PA12_2008,JOHN MURTHA,H6PA12030,JOHN MURTHA,1.0
9889,2016,MN,2,OTHER,28870,MN2_2016,PAULA OVERBY,H4MN02136,PAULA OVERBY,1.0
9890,2016,MN,3,REP,223075,MN3_2016,ERIK PAULSEN,H8MN03077,ERIK PAULSEN,1.0
9892,2016,MN,2,REP,173970,MN2_2016,JASON LEWIS,H6MN02149,JASON LEWIS,1.0
9899,2016,MN,1,DEM,169071,MN1_2016,TIMOTHY WALZ,H6MN01174,TIMOTHY WALZ,1.0
9906,2016,MI,14,DEM,244135,MI14_2016,BRENDA LAWRENCE,H2MI14111,BRENDA LAWRENCE,1.0
9911,2016,MI,12,REP,96104,MI12_2016,JEFF JONES,H6MI12264,JEFF JONES,1.0
9915,2016,MI,12,DEM,211378,MI12_2016,DEBBIE DINGELL,H4MI12079,DEBBIE DINGELL,1.0
9917,2016,MI,11,REP,200872,MI11_2016,DAVID TROTT,H4MI11097,DAVID TROTT,1.0
9919,2008,PA,12,REP,113120,PA12_2008,WILLIAM RUSSELL,H8PA12044,WILLIAM RUSSELL,1.0
9921,2010,NY,7,OTHER,2394,NY7_2010,KENNETH REYNOLDS,H0NY07068,KENNETH REYNOLDS,1.0
9922,2010,NY,8,DEM,98839,NY8_2010,JERROLD NADLER,H2NY17071,JERROLD NADLER,1.0
9927,2016,MI,11,DEM,152461,MI11_2016,ANIL KUMAR,H4MI10131,ANIL KUMAR,1.0
9931,2016,MI,10,REP,215132,MI10_2016,PAUL MITCHELL,H4MI04118,PAUL MITCHELL,1.0
9936,2016,MI,9,DEM,199661,MI9_2016,SANDER LEVIN,H2MI17023,SANDER LEVIN,1.0
9938,2016,MI,8,REP,205629,MI8_2016,MIKE BISHOP,H4MI08135,MIKE BISHOP,1.0
9942,2016,MI,8,DEM,143791,MI8_2016,SUZANNA SHKRELI,H6MI08262,SUZANNA SHKRELI,1.0
9943,2010,NY,7,DEM,71247,NY7_2010,JOSEPH CROWLEY,H8NY07046,JOSEPH CROWLEY,1.0
9944,2010,NY,8,REP,29514,NY8_2010,SUSAN KONE,H0NY08082,SUSAN KONE,1.0
9945,2010,NY,9,DEM,67011,NY9_2010,ANTHONY WEINER,H8NY09091,ANTHONY WEINER,1.0
9950,2016,MI,8,OTHER,2250,MI8_2016,JEREMY BURGESS,H4MI08101,JEREMY BURGESS,1.0
9951,2016,MI,7,DEM,134010,MI7_2016,GRETCHEN DRISKELL,H6MI07223,GRETCHEN DRISKELL,1.0
9955,2016,MI,6,DEM,119980,MI6_2016,PAUL CLEMENTS,H4MI06105,PAUL CLEMENTS,1.0
9961,2016,MI,5,DEM,195279,MI5_2016,DANIEL KILDEE,H2MI05119,DANIEL KILDEE,1.0
9967,2016,MI,4,REP,194572,MI4_2016,JOHN MOOLENAAR,H4MI04126,JOHN MOOLENAAR,1.0
9969,2016,MI,4,LIB,8516,MI4_2016,LEONARD SCHWARTZ,H8MI05108,LEONARD SCHWARTZ,1.0
9974,2016,MI,3,REP,203545,MI3_2016,JUSTIN AMASH,H0MI03126,JUSTIN AMASH,1.0
9976,2016,MI,4,DEM,101277,MI4_2016,DEBRA WIRTH,H2MI04237,DEBRA WIRTH,1.0
9979,2016,MI,2,DEM,110391,MI2_2016,DENNIS MURPHY,H6MI02182,DENNIS MURPHY,1.0
9980,2016,MI,3,DEM,128400,MI3_2016,DOUGLAS SMITH,H6MI03172,DOUGLAS SMITH,1.0
9987,2016,MI,1,LIB,13386,MI1_2016,DIANE BOSTOW,H6MI01234,DIANE BOSTOW,1.0
9991,2010,NY,9,REP,37750,NY9_2010,ROBERT TURNER,H0NY09072,ROBERT TURNER,1.0
9993,2016,MA,9,DEM,211790,MA9_2016,WILLIAM KEATING,H0MA10082,WILLIAM KEATING,1.0
9994,2016,MA,9,REP,127803,MA9_2016,MARK ALLIEGRO,H4MA09052,MARK ALLIEGRO,1.0
9997,2016,MA,8,REP,102744,MA8_2016,WILLIAM BURKE,H6MA08299,WILLIAM BURKE,1.0
9999,2016,MA,9,OTHER,8338,MA9_2016,CHRISTOPHER CATALDO,H6MA09164,CHRISTOPHER CATALDO,1.0
10000,2016,MA,8,DEM,271019,MA8_2016,STEPHEN LYNCH,H2MA09072,STEPHEN LYNCH,1.0
10005,2016,MA,7,DEM,253354,MA7_2016,MICHAEL CAPUANO,H8MA08071,MICHAEL CAPUANO,1.0
10010,2016,MA,6,DEM,308923,MA6_2016,SETH MOULTON,H4MA06090,SETH MOULTON,1.0
10013,2008,PA,11,DEM,146379,PA11_2008,PAUL KANJORSKI,H0PA11050,PAUL KANJORSKI,1.0
10015,2016,MA,5,DEM,285606,MA5_2016,KATHERINE CLARK,H4MA05084,KATHERINE CLARK,1.0
10021,2016,MA,4,REP,113055,MA4_2016,DAVID ROSA,H0MA09027,DAVID ROSA,1.0
10030,2016,MD,8,OTHER,11201,MD8_2016,NANCY WALLACE,H6MD08598,NANCY WALLACE,1.0
10031,2016,MA,1,DEM,235803,MA1_2016,RICHARD NEAL,H8MA02041,RICHARD NEAL,1.0
10032,2016,MA,1,LIB,27511,MA1_2016,THOMAS SIMMONS,H6MA01096,THOMAS SIMMONS,1.0
10033,2016,MA,2,DEM,275487,MA2_2016,JAMES MCGOVERN,H4MA03022,JAMES MCGOVERN,1.0
10036,2016,MD,8,DEM,220657,MD8_2016,JAMIE RASKIN,H6MD08457,JAMIE RASKIN,1.0
10039,2016,MD,7,DEM,238838,MD7_2016,ELIJAH CUMMINGS,H6MD07160,ELIJAH CUMMINGS,1.0
10040,2016,MD,8,REP,124651,MD8_2016,DAN COX,H6MD08564,DAN COX,1.0
10044,2016,MD,6,DEM,185770,MD6_2016,JOHN DELANEY,H2MD06195,JOHN DELANEY,1.0
10050,2016,MD,5,DEM,242989,MD5_2016,STENY HOYER,H2MD05155,STENY HOYER,1.0
10054,2016,MD,6,REP,133081,MD6_2016,AMIE HOEBER,H6MD06212,AMIE HOEBER,1.0
10057,2016,MD,5,REP,105931,MD5_2016,MARK ARNESS,H4MD05144,MARK ARNESS,1.0
10061,2016,MD,3,REP,115048,MD3_2016,MARK PLASTER,H6MD03441,MARK PLASTER,1.0
10063,2016,MD,4,DEM,237501,MD4_2016,ANTHONY BROWN,H6MD04209,ANTHONY BROWN,1.0
10065,2010,NY,10,DEM,95485,NY10_2010,EDOLPHUS TOWNS,H2NY11017,EDOLPHUS TOWNS,1.0
10066,2016,MD,3,DEM,214640,MD3_2016,JOHN SARBANES,H6MD03292,JOHN SARBANES,1.0
10071,2010,NY,11,DEM,104297,NY11_2010,YVETTE CLARKE,H4NY11138,YVETTE CLARKE,1.0
10072,2010,NY,12,DEM,68624,NY12_2010,NYDIA VELAZQUEZ,H2NY00010,NYDIA VELAZQUEZ,1.0
10082,2016,ME,2,REP,192878,ME2_2016,BRUCE POLIQUIN,H4ME02234,BRUCE POLIQUIN,1.0
